[Header]
TITLE,Addenda Pate thermique
BYAPP,HeatCapacity,3.5.4,1.5
INFO,0,MASS:Sample Mass (mg)
INFO,0,MASSERR:Sample Mass Error (mg)
INFO,0,MOLWGHT:Formula Weight (g/mole)
INFO,0,ATOMS:Atoms per Formula Unit
INFO,PPMS Heat Capacity Option 3.5.4 Build 1,APPNAME
DATATYPE,TIME,1
STARTUPAXIS, X, 2, LINEAR, AUTO
STARTUPAXIS, Y1, 3, LINEAR, AUTO
[Data]
Time Stamp (Seconds),PPMS Status (Code),Puck Temp (Kelvin),System Temp (Kelvin),Field (Oersted),Pressure (Torr),Sample Temp (Kelvin),Temp Rise (Kelvin),Samp HC (µJ/K),Samp HC Err (µJ/K),Addenda HC (µJ/K),Addenda HC Err (µJ/K),Total HC (µJ/K),Total HC Err (µJ/K),Fit Deviation (ChiSquare),Time Const tau1 (seconds),Time Const tau2 (seconds),Sample Coupling (Percent),Debye Temp (Kelvin),Debye Temp Err (Kelvin),Cal Correction (Factor),Therm Resist (Ohms),Htr Resist (Ohms),Puck Resist (Ohms),Wire Cond (W/K),Meas Time (seconds),Temp Squared (K^2),Samp HC/Temp (µJ/K/K),Addenda Offset HC (µJ/K)
17963495.36,5905,27.0192,27.1213,-0.137,0.0002971,27.311969,0.56473659,275.36725,0.4955,149.40564,0.2483,424.77288,0.4955,1.3020813,10.033707,0.024568435,98.927924,0,0,1,,,,4.2528E-5,20.50615,745.94366,10.082292,0
17963882.19,5905,28.9786,29.1649,-0.137,0.0003007,29.240529,0.54838085,335.73655,0.7926,171.58626,0.2814,507.32281,0.7926,0.65464418,11.90169,0.046057886,98.274546,0,0,1,,,,4.2955E-5,20.06741,855.00856,11.48189,0
17963986.3,5905,28.9999,29.1701,-0.137,0.0003043,29.307772,0.61383687,337.51705,0.6577,172.31638,0.2817,509.83343,0.6577,1.2893368,11.618167,0.035486026,98.63713,0,0,1,,,,4.4149E-5,23.80338,858.94548,11.516299,0
17964088.36,5905,29.0239,29.127,-0.137,0.0003043,29.32856,0.60537102,338.24198,0.6589,172.59212,0.2819,510.8341,0.6589,3.9501437,11.695867,0.037796282,98.557912,0,0,1,,,,4.3958E-5,23.23633,860.1644,11.532853,0
17964523.41,5905,30.9913,31.1816,-0.137,0.0003007,31.268782,0.59826479,399.57618,0.9269,196.34408,0.3351,595.92026,0.9269,0.32874785,13.245836,0.045863133,98.435048,0,0,1,,,,4.5312E-5,23.39173,977.73672,12.778757,0
17964636.02,5905,31.0226,31.1469,-0.137,0.0003043,31.335167,0.65366465,403.77496,0.8985,197.15553,0.3381,600.93048,0.8985,0.70245568,13.297646,0.04492935,98.469436,0,0,1,,,,4.5509E-5,26.49167,981.89271,12.885681,0
17964765.19,5905,31.0071,31.1212,-0.137,0.0002936,31.339324,0.65037796,400.79238,0.8176,197.15043,0.3381,597.94281,0.8176,0.13949261,12.676168,0.02793542,99.003797,0,0,1,,,,4.7384E-5,26.59529,982.1532,12.788801,0
17965254.88,5905,33.0116,33.1635,-0.137,0.0002971,33.296757,0.62978881,471.15091,1.322,222.35349,0.4032,693.50439,1.322,0.33052925,15.112956,0.058415644,98.22769,0,0,1,,,,4.6272E-5,25.35234,1108.674,14.150054,0
17965379.66,5905,33.0202,33.1159,-0.137,0.0002971,33.372722,0.69864209,471.77852,0.7915,223.2084,0.4046,694.98692,0.7915,1.8986309,14.192247,0.033311384,98.924276,0,0,1,,,,4.9215E-5,30.22591,1113.7386,14.136651,0
17965514.36,5905,33.0021,33.1297,-0.137,0.0002833,33.337466,0.67581842,472.58248,0.8248,222.79722,0.4039,695.3797,0.8248,1.0458859,14.345447,0.04053305,98.703559,0,0,1,,,,4.8769E-5,28.38449,1111.3867,14.175717,0
17966067.45,5905,35.0226,35.1222,-0.137,0.0003079,35.337055,0.67008181,542.31555,1.021,249.64503,0.4298,791.96058,1.021,0.27176251,15.848853,0.04513594,98.681643,0,0,1,,,,5.0284E-5,28.69089,1248.7075,15.346937,0
17966215.42,5905,35.007,35.1214,-0.137,0.0002867,35.351813,0.72440806,544.04441,0.8953,249.82509,0.4299,793.8695,0.8953,1.0379959,15.827452,0.041854911,98.774628,0,0,1,,,,5.0451E-5,31.69771,1249.7507,15.389435,0
17966389.91,5905,35.0037,35.1194,-0.137,0.0003007,35.350286,0.72428656,544.14499,0.885,249.80863,0.4299,793.95362,0.885,69.611588,15.887209,0.042953614,98.74709,0,0,1,,,,5.0273E-5,31.6549,1249.6427,15.392945,0
17966954.45,5905,37.0185,37.1242,-0.137,0.0003007,37.347543,0.71470776,615.152,0.9689,277.0737,0.4652,892.2257,0.9689,0.4481585,17.140523,0.041338179,98.874147,0,0,1,,,,5.2336E-5,31.77442,1394.839,16.471017,0
17967112.38,5905,37.0075,37.1303,-0.137,0.0003079,37.352373,0.76319128,620.21449,1.002,277.14449,0.4653,897.35898,1.002,9.3597542,17.514122,0.049296879,98.682068,0,0,1,,,,5.1564E-5,34.28105,1395.1998,16.60442,0
17967271.25,5905,37.0093,37.1143,-0.137,0.0003154,37.367218,0.76994178,619.88682,0.9419,277.34335,0.4657,897.23017,0.9419,7.7037269,17.360524,0.045059519,98.785241,0,0,1,,,,5.1986E-5,35.02824,1396.309,16.589055,0
17967838.09,5905,39.0189,39.1244,-0.137,0.0002936,39.359574,0.76122881,690.45419,1.101,304.92025,0.5059,995.37444,1.101,0.42637534,18.741798,0.043228414,98.914937,0,0,1,,,,5.3391E-5,34.72105,1549.176,17.542217,0
17968007.69,5905,39.006,39.128,-0.137,0.0002936,39.366166,0.81278421,694.11142,1.094,305.01754,0.506,999.12896,1.094,5.1305454,19.03833,0.048482217,98.799701,0,0,1,,,,5.2788E-5,37.4836,1549.6951,17.632182,0
17968177.5,5905,39.008,39.1106,-0.137,0.0003043,39.382145,0.81885899,693.56313,1.059,305.24387,0.5062,998.807,1.059,16.106368,18.965553,0.046063302,98.85589,0,0,1,,,,5.2959E-5,38.07666,1550.9533,17.611106,0
17969038.8,5905,45.0143,45.1435,-0.137,0.0002936,45.313532,0.88795776,908.97552,1.155,398.83389,0.5804,1307.8094,1.155,7.1562396,23.181895,0.059180055,98.796012,0,0,1,,,,5.6748E-5,41.52467,2053.3161,20.059693,0
17969237.5,5905,45.008,45.1287,-0.137,0.0002867,45.36475,0.94690964,911.43332,1.215,399.67435,0.5817,1311.1077,1.215,9.0882053,23.238106,0.058401333,98.814444,0,0,1,,,,5.6749E-5,46.36379,2057.9605,20.091223,0
17969436.02,5905,45.0066,45.1141,-0.137,0.0002799,45.387801,0.94767334,911.54713,1.176,400.06382,0.5823,1311.6109,1.176,18.453848,23.177412,0.056621623,98.847942,0,0,1,,,,5.6909E-5,46.47621,2060.0525,20.083527,0
17970224.69,5905,50.0216,50.1494,-0.137,0.0003116,50.31269,0.94946476,1093.3613,2.04,488.13774,0.7032,1581.4991,2.04,0.17925053,26.6689,0.07186768,98.73774,0,0,1,,,,5.9665E-5,46.35482,2531.3667,21.731323,0
17970448.66,5905,50.0098,50.1335,-0.137,0.0002971,50.397142,1.0529896,1098.9083,1.516,489.62858,0.7049,1588.5369,1.516,11.298282,26.497721,0.063892291,98.869632,0,0,1,,,,6.0279E-5,53.3378,2539.8719,21.804973,0
17970671.39,5905,50.0081,50.1174,-0.137,0.0002936,50.422307,1.0494687,1098.8523,1.511,490.08972,0.7054,1588.942,1.511,10.905305,26.49907,0.064015924,98.867941,0,0,1,,,,6.0291E-5,52.99544,2542.4091,21.792979,0
17971508.3,5905,55.019,55.1513,-0.137,0.0002936,55.353491,1.0571853,1286.9957,2.418,585.71343,0.7973,1872.7091,2.418,0.17377712,30.045142,0.080309157,98.757206,0,0,1,,,,6.2701E-5,52.99814,3064.009,23.250488,0
17971756.09,5905,55.0069,55.1349,-0.137,0.0002971,55.440388,1.1609432,1291.4688,1.723,587.44596,0.799,1878.9148,1.723,23.349337,29.806056,0.071570321,98.883274,0,0,1,,,,6.3375E-5,60.09028,3073.6366,23.294729,0
17972002.06,5905,55.0011,55.1218,-0.137,0.0003043,55.464249,1.1563421,1293.307,1.747,587.92558,0.7995,1881.2326,1.747,17.177725,29.823979,0.071246458,98.888735,0,0,1,,,,6.3414E-5,59.61211,3076.283,23.31785,0
17972889.31,5905,60.0191,60.1355,-0.137,0.0003079,60.388982,1.1566224,1486.3036,2.876,694.38293,0.9046,2180.6865,2.876,0.16290427,33.359201,0.090502297,98.750985,0,0,1,,,,6.5755E-5,59.64796,3646.8292,24.612165,0
17973160.58,5905,60.0065,60.1258,-0.137,0.0002971,60.484128,1.2635099,1491.9518,1.977,696.45355,0.9061,2188.4054,1.977,13.392763,33.035149,0.078290486,98.908486,0,0,1,,,,6.6585E-5,66.7184,3658.3297,24.666832,0
17973429.61,5905,60.0039,60.1082,-0.137,0.0003116,60.506737,1.2549794,1491.7729,1.896,696.98338,0.9065,2188.7563,1.896,34.846909,32.94074,0.076952834,98.9244,0,0,1,,,,6.6782E-5,66.0703,3661.0652,24.654658,0
17974343.48,5905,65.022,65.1431,-0.137,0.0003154,65.424944,1.2403563,1689.5457,3.413,814.71051,0.9709,2504.2562,3.413,0.12396521,36.536737,0.1009257,98.742827,0,0,1,,,,6.8939E-5,65.88148,4280.4233,25.824183,0
17974635.98,5905,65.0025,65.1243,-0.137,0.0003154,65.526343,1.3606358,1695.4949,2.123,817.14948,0.9727,2512.6444,2.123,34.02797,36.131664,0.086997533,98.903827,0,0,1,,,,6.9893E-5,73.07347,4293.7016,25.875011,0
17974925.88,5905,64.9941,65.1153,-0.137,0.0003116,65.550706,1.3513031,1695.5248,2.098,817.7682,0.9732,2513.293,2.098,21.04688,36.068274,0.08548145,98.921305,0,0,1,,,,7.0028E-5,72.26333,4296.895,25.865851,0
17975923.95,5905,70.0206,70.1364,-0.137,0.0002936,70.468127,1.3385712,1890.8403,3.837,943.72198,1.087,2834.5623,3.837,0.12823771,39.647268,0.11294944,98.718968,0,0,1,,,,7.1909E-5,72.13655,4965.757,26.832561,0
17976238.23,5905,70.007,70.1142,-0.137,0.0003079,70.57426,1.460069,1895.9895,2.296,946.43405,1.088,2842.4235,2.296,30.955341,39.062653,0.093912169,98.918779,0,0,1,,,,7.312E-5,79.29454,4980.7262,26.865169,0
17976548.3,5905,70.0043,70.1041,-0.137,0.0003007,70.594451,1.4480011,1895.6788,2.219,946.9762,1.089,2842.655,2.219,8.1524332,39.001901,0.092072503,98.938553,0,0,1,,,,7.3234E-5,78.12531,4983.5766,26.853085,0
17977592.59,5905,75.0157,75.1404,-0.137,0.0003116,75.505655,1.43796,2089.9692,4.001,1081.3956,1.108,3171.3649,4.001,0.15377542,42.500047,0.12301643,98.714017,0,0,1,,,,7.5044E-5,78.0038,5701.104,27.679639,0
17977927.45,5905,75.0059,75.1128,-0.137,0.0003116,75.622446,1.5627745,2095.7289,2.587,1084.6786,1.109,3180.4075,2.587,10.107218,41.977436,0.10499348,98.888624,0,0,1,,,,7.6135E-5,85.00009,5718.7543,27.713053,0
17978257.34,5905,75.0015,75.1031,-0.137,0.0003043,75.646489,1.5511091,2095.5619,2.471,1085.3724,1.109,3180.9343,2.471,6.6640444,41.845937,0.10100649,98.927665,0,0,1,,,,7.6374E-5,83.95487,5722.3913,27.702038,0
17979312.75,5905,80.0138,80.1355,-0.137,0.0003079,80.539653,1.5379833,2298.3406,4.741,1233.0767,1.177,3531.4173,4.741,0.15188666,45.429873,0.13900826,98.656216,0,0,1,,,,7.8183E-5,83.69187,6486.6358,28.536758,0
17979667.56,5905,80.0038,80.1095,-0.137,0.0003387,80.668148,1.6650209,2301.8958,2.844,1236.9312,1.179,3538.8271,2.844,8.4969662,44.755067,0.11519754,98.869804,0,0,1,,,,7.9454E-5,90.85975,6507.3501,28.535375,0
17980018.31,7697,80.0031,80.0941,-0.137,0.0003079,80.69259,1.650229,2302.1539,2.666,1237.7244,1.18,3539.8782,2.666,3.7583322,44.564662,0.10959211,98.9203,0,0,1,,,,7.98E-5,89.51013,6511.294,28.529929,0
17981018.56,7697,85.0101,85.1419,-0.137,0.0003191,85.56262,1.6354743,2500.7778,5.019,1391.4143,1.273,3892.1921,5.019,0.13950754,47.891319,0.14706964,98.666048,0,0,1,,,,8.1726E-5,89.12932,7320.962,29.227457,0
17981390.73,7697,85.0064,85.1178,-0.137,0.0003116,85.691215,1.7605555,2506.804,3.135,1395.5614,1.275,3902.3654,3.135,4.9535946,47.412848,0.12936051,98.814738,0,0,1,,,,8.2715E-5,95.78264,7342.9842,29.253921,0
17981759.23,7697,85.0051,85.1016,-0.137,0.0003191,85.727761,1.750146,2504.981,2.851,1396.7271,1.276,3901.708,2.851,10.527505,47.127398,0.12095327,98.885432,0,0,1,,,,8.3176E-5,94.8257,7349.2489,29.220184,0
17982635.53,7697,90.0103,90.2043,-0.137,0.0018629,90.376615,1.5936758,2681.1807,3.532,1549.7927,1.359,4230.9734,3.532,2.9750485,40.847576,0.14462287,98.479154,0,0,1,,,,0.00010422,94.2548,8167.9325,29.666753,0
17982914.27,7697,90.0109,90.1648,-0.137,0.002405,90.434596,1.4871869,2699.803,6.007,1552.0471,1.36,4251.8501,6.007,0.38886964,39.81211,0.18073358,98.048548,0,0,1,,,,0.00010766,81.69515,8178.4161,29.853653,0
17983186.11,7697,90.0137,90.1114,-0.137,0.0026856,90.531095,1.4486236,2693.393,3.591,1555.0135,1.361,4248.4066,3.591,1.4623705,38.220278,0.14884531,98.327079,0,0,1,,,,0.00011192,79.62422,8195.8791,29.751027,0
17984266.64,7697,95.0125,95.1254,-0.137,0.0035946,95.443369,1.3959455,2889.8326,7.561,1718.5686,1.423,4608.4012,7.561,0.086194677,39.46655,0.1778949,98.080152,0,0,1,,,,0.00011767,76.44056,9109.4366,30.277982,0
17984536.55,7697,95.0027,95.1046,-0.137,0.0036894,95.561632,1.4685206,2878.1056,3.266,1722.6266,1.426,4600.7322,3.266,1.8259961,38.670698,0.1505526,98.343706,0,0,1,,,,0.00011976,78.9331,9132.0256,30.117794,0
17984801.48,7697,95.0008,95.089,-0.137,0.0035022,95.599638,1.449942,2873.7875,3.66,1723.8684,1.426,4597.6559,3.66,0.13278665,38.286782,0.13799541,98.467124,0,0,1,,,,0.00012082,77.3414,9139.2907,30.060652,0
17985839.75,7697,100.005,100.124,-0.137,0.0035946,100.46777,1.452148,3061.4025,8.304,1897.7408,1.576,4959.1433,8.304,0.072965769,41.698439,0.19052103,98.074517,0,0,1,,,,0.00011982,76.57356,10093.773,30.471488,0
17986123.44,7697,100.011,100.1,-0.137,0.0035946,100.60954,1.5673511,3066.5447,3.544,1902.7512,1.581,4969.2959,3.544,1.1584641,40.905555,0.15990424,98.351967,0,0,1,,,,0.00012226,83.39688,10122.279,30.479662,0
17986401.36,7697,100.009,100.094,-0.137,0.0034568,100.6462,1.548237,3063.1149,4.055,1904.1093,1.582,4967.2242,4.055,0.10811876,40.585509,0.14758241,98.467244,0,0,1,,,,0.00012312,81.81111,10129.658,30.434481,0
17987771.34,5905,110.017,110.169,-0.137,0.0003191,110.78949,2.219588,3461.368,5.044,2291.9632,1.722,5753.3312,5.044,1.4966924,58.704047,0.2110416,98.50611,0,0,1,,,,9.8546E-5,112.1233,12274.312,31.242746,0
17988219.64,5905,110.01,110.135,-0.137,0.0003268,110.92099,2.2681481,3463.9245,4.435,2296.65,1.726,5760.5746,4.435,1.5721979,58.180063,0.18969428,98.644995,0,0,1,,,,9.9506E-5,117.4081,12303.465,31.228757,0
17988663.5,5905,110.012,110.115,-0.137,0.0003154,110.9733,2.2543361,3461.1742,3.821,2298.567,1.728,5759.7412,3.821,9.8677354,57.770972,0.17216892,98.761505,0,0,1,,,,0.00010015,116.3601,12315.073,31.189252,0
17989963.5,5905,120.013,120.193,-0.137,0.0003116,120.75161,2.2915881,3817.7653,9.475,2680.4643,2.095,6498.2295,9.475,0.11832121,62.466017,0.26141778,98.282157,0,0,1,,,,0.00010466,115.5419,14580.951,31.616682,0
17990370.66,5905,120.007,120.147,-0.137,0.000323,120.98129,2.4780597,3825.2862,5.004,2689.4591,2.105,6514.7453,5.004,1.3367868,61.371159,0.21576423,98.556036,0,0,1,,,,0.00010669,124.932,14636.472,31.618825,0
17990836.66,5905,119.998,120.123,-0.137,0.0003191,121.04102,2.4543223,3820.5775,4.362,2691.8242,2.108,6512.4017,4.362,21.511093,60.957309,0.20070768,98.647822,0,0,1,,,,0.00010734,122.7423,14650.928,31.564321,0
17992238.23,5905,130.004,130.176,-0.137,0.0003191,130.90622,2.4894012,4160.1306,9.763,3096.5745,2.578,7256.7051,9.763,0.12180602,64.681147,0.27849068,98.250362,0,0,1,,,,0.00011285,121.9146,17136.438,31.779472,0
17992726.91,5905,130.005,130.155,-0.137,0.0003191,131.11354,2.6634183,4166.5735,5.229,3105.0039,2.583,7271.5775,5.229,4.7079102,63.636936,0.23452756,98.501396,0,0,1,,,,0.00011484,129.3623,17190.76,31.778362,0
17993208.94,5905,129.999,130.141,-0.137,0.0003268,131.1592,2.6381812,4163.107,4.853,3106.8423,2.584,7269.9493,4.853,1.320034,63.218877,0.21421564,98.621876,0,0,1,,,,0.00011553,127.2739,17202.735,31.74087,0
17994566.23,5905,140.008,140.158,-0.137,0.000323,140.95344,2.6626656,4482.6749,10.2,3512.4223,2.694,7995.0972,10.2,0.1203647,66.432047,0.30274539,98.162326,0,0,1,,,,0.00012106,126.4378,19867.871,31.802523,0
17995067.09,5905,140.001,140.127,-0.137,0.0003191,141.1739,2.848446,4486.0431,5.312,3521.534,2.699,8007.5771,5.312,4.0020865,65.4416,0.2557,98.423279,0,0,1,,,,0.00012298,132.8641,19930.07,31.776717,0
17995562.56,5905,139.996,140.117,-0.137,0.0003308,141.21987,2.8241557,4482.1251,4.863,3523.4122,2.701,8005.5373,4.863,1.834075,65.045963,0.24000005,98.510879,0,0,1,,,,0.00012366,130.8832,19943.051,31.73863,0
17996991.48,5905,150.012,150.157,-0.137,0.0003116,151.05721,2.8631065,4783.0684,11.38,3929.6715,3.043,8712.74,11.38,0.1159537,67.829074,0.33106626,98.043865,0,0,1,,,,0.00012923,130.0919,22818.279,31.663954,0
17997501.64,5905,149.999,150.128,-0.137,0.0003308,151.27679,3.0410279,4780.7215,5.512,3938.6613,3.048,8719.3828,5.512,5.2479061,66.569695,0.27260255,98.357303,0,0,1,,,,0.00013164,135.6581,22884.667,31.602478,0
17998003.11,5905,150.006,150.129,-0.137,0.0003308,151.32176,3.0078023,4778.9201,5.209,3940.4482,3.049,8719.3682,5.209,1.4945676,66.151476,0.25469742,98.455037,0,0,1,,,,0.00013243,133.1394,22898.274,31.581183,0
17999401.53,5905,160.008,160.178,-0.137,0.0003347,161.17363,3.0391404,5067.5977,11.52,4344.5406,3.176,9412.1383,11.52,0.1228311,68.385452,0.35282237,97.941771,0,0,1,,,,0.00013848,132.303,25976.94,31.441853,0
17999916.48,5905,159.996,160.151,-0.137,0.0003154,161.39875,3.225086,5069.8892,5.875,4353.8077,3.18,9423.6969,5.875,8.4554942,67.293288,0.29581013,98.244403,0,0,1,,,,0.00014077,136.7709,26049.557,31.412196,0
18000423.69,5905,160.005,160.139,-0.137,0.0003308,161.44197,3.1950914,5063.1942,5.526,4355.53,3.181,9418.7242,5.526,1.0466495,66.875146,0.27912597,98.332694,0,0,1,,,,0.00014153,134.5866,26063.51,31.362317,0
18001872.91,5905,170.009,170.177,-0.137,0.0003428,171.28596,3.2366656,5335.7899,12.38,4753.6506,3.412,10089.441,12.38,0.11417577,68.573026,0.37416266,97.830846,0,0,1,,,,0.00014805,133.7503,29338.879,31.151357,0
18002389.02,5905,170.001,170.176,-0.137,0.0003511,171.5023,3.4049558,5332.2995,5.76,4762.2048,3.416,10094.504,5.76,9.1694126,67.348782,0.3123764,98.153832,0,0,1,,,,0.00015067,137.1461,29413.039,31.091708,0
18002897.14,5905,169.996,170.172,-0.137,0.0003511,171.54073,3.3696429,5325.5362,5.652,4763.7746,3.417,10089.311,5.652,0.86620924,66.992512,0.29528676,98.245036,0,0,1,,,,0.00015136,134.6976,29426.222,31.045316,0
18004236.59,5905,179.995,180.148,-0.137,0.0003682,181.31947,3.4203028,5580.6434,14.08,5139.6402,3.551,10720.284,14.08,0.1016823,68.580711,0.40623275,97.651858,0,0,1,,,,0.00015734,133.985,32876.749,30.777961,0
18004754.44,5905,179.99,180.137,-0.137,0.0003553,181.55888,3.6004166,5572.7625,6.057,5148.7792,3.554,10721.542,6.057,8.5661375,67.19177,0.33293561,98.032682,0,0,1,,,,0.00016044,137.1614,32963.627,30.693968,0
18005260.17,5905,179.998,180.127,-0.137,0.0003387,181.59613,3.5609701,5567.7683,6.012,5150.2384,3.554,10718.007,6.012,0.60391078,66.803639,0.31069822,98.152515,0,0,1,,,,0.00016126,134.3835,32977.156,30.66017,0
18006635.08,5905,190.005,190.138,-0.137,0.0003308,191.4303,3.6218529,5799.0476,14.44,5521.9611,3.675,11321.009,14.44,0.10356434,67.907625,0.42718385,97.511679,0,0,1,,,,0.00016784,133.6073,36645.559,30.293259,0
18007147.97,5905,190.004,190.114,-0.137,0.0003727,191.65695,3.7844738,5795.0952,6.152,5530.209,3.68,11325.304,6.152,28.700982,66.578544,0.35201618,97.904878,0,0,1,,,,0.00017106,135.8153,36732.388,30.236812,0
18007649.64,5905,189.989,190.104,-0.137,0.0003511,191.69083,3.7460209,5790.3306,6.491,5531.5261,3.681,11321.857,6.491,0.37557026,66.215571,0.33598439,97.98861,0,0,1,,,,0.00017191,133.1571,36745.375,30.206612,0
18008982.23,5905,200.011,200.108,-0.137,0.0003511,201.53961,3.8066251,6006.1499,14.74,5886.4545,3.988,11892.604,14.74,0.10952563,67.031446,0.44572871,97.373771,0,0,1,,,,0.00017865,132.4311,40618.216,29.801336,0
18009487.47,5905,199.997,200.102,-0.137,0.0003817,201.76679,3.9793715,6001.2841,6.427,5894.5632,3.991,11895.847,6.427,7.1265196,65.673576,0.37047544,97.767863,0,0,1,,,,0.00018219,134.0629,40709.837,29.743667,0
18009984.98,5905,200.002,200.084,-0.137,0.0003727,201.79169,3.9330642,5993.5367,6.866,5895.5152,3.991,11889.052,6.866,0.39857065,65.338639,0.35724583,97.835883,0,0,1,,,,0.00018299,131.3472,40719.887,29.701603,0
18011301.23,5905,210.008,210.124,-0.137,0.0004352,211.66249,3.9808503,6213.4658,14.75,6252.2419,4.161,12465.708,14.75,0.12321283,65.66038,0.46642118,97.198181,0,0,1,,,,0.00019122,130.6773,44801.01,29.355536,0
18011797.31,5905,210.011,210.11,-0.137,0.0004962,211.87567,4.1429075,6204.5037,6.816,6261.3878,4.197,12465.891,6.816,3.2346758,64.270468,0.39070368,97.597536,0,0,1,,,,0.00019515,131.3208,44891.298,29.283701,0
18012284.23,5905,210,210.106,-0.137,0.0005266,211.89507,4.0902962,6200.3308,7.198,6262.1351,4.2,12462.466,7.198,0.43736146,63.921648,0.37777715,97.663585,0,0,1,,,,0.00019613,128.5409,44899.521,29.261326,0
18013517.8,5905,220.007,220.12,-0.137,0.0009004,221.7807,4.094093,6418.3791,18.81,6720.3405,6.669,13138.72,18.81,0.23897676,63.451584,0.48031324,97.017238,0,0,1,,,,0.0002086,127.8433,49186.679,28.940206,0
18013998.23,5905,220.004,220.101,-0.137,0.0004619,221.98782,4.2698442,6334.7281,8.99,6730.1153,6.665,13064.843,8.99,6.7007675,63.232489,0.4396774,97.256207,0,0,1,,,,0.000208,126.9032,49278.591,28.536377,0
18014477.25,5905,220,220.096,-0.137,0.0004404,222.03133,4.2652354,6319.6817,9.382,6731.787,6.664,13051.469,9.382,0.34479049,62.84654,0.40705664,97.441553,0,0,1,,,,0.00020896,126.465,49297.912,28.463018,0
18015559.33,5905,230.011,230.097,-0.137,0.00043,231.8716,4.3091701,6569.4834,15.49,7127.0283,4.687,13696.512,15.49,0.08419661,63.141017,0.52324659,96.737581,0,0,1,,,,0.00021862,125.6931,53764.44,28.332419,0
18016036.72,5905,230.007,230.089,-0.137,0.0004249,232.0875,4.4766444,6470.502,7.464,7134.5312,4.703,13605.033,7.464,2.3984254,61.768557,0.45459251,97.095637,0,0,1,,,,0.00022176,126.282,53864.606,27.87958,0
18016505.59,5905,230.002,230.085,-0.137,0.0004249,232.09984,4.4252229,6464.0631,7.979,7134.9643,4.704,13599.027,7.979,0.43992888,61.624543,0.4435172,97.15869,0,0,1,,,,0.00022214,123.5371,53870.335,27.850356,0
18017504.48,5905,240.012,240.088,-0.137,0.0004457,241.96471,4.5039151,6838.5212,19.66,7413.3061,7.172,14251.827,19.66,0.49202708,61.660494,0.45244785,97.105608,0,0,1,,,,0.00023273,123.2491,58546.919,28.262474,0
18017973.56,5905,240.002,240.07,-0.137,0.0004249,242.1608,4.6649502,6623.6384,9.187,7418.2823,7.158,14041.921,9.187,2.1142311,60.19757,0.46375661,96.960215,0,0,1,,,,0.0002349,123.321,58641.852,27.352232,0
18018430.84,5905,240.001,240.064,-0.137,0.0004404,242.16875,4.601815,6617.056,9.563,7418.5418,7.158,14035.598,9.563,0.42345319,59.945639,0.44864777,97.045367,0,0,1,,,,0.00023574,120.3951,58645.705,27.324153,0
18019334.84,5905,250.018,250.052,-0.137,0.0004352,252.03124,4.7150503,6868.0607,15.22,7634.1784,4.33,14502.239,15.22,0.12387037,59.497732,0.52847851,96.505054,0,0,1,,,,0.00024574,119.8913,63519.746,27.250831,0
18019787.38,5905,250.02,250.042,-0.137,0.0004199,252.19264,4.8056339,6856.0914,7.239,7638.4014,4.314,14494.493,7.239,2.1308156,58.522183,0.46829319,96.845275,0,0,1,,,,0.0002495,118.9955,63601.126,27.18593,0
18020233.88,5905,250.006,250.021,-0.137,0.0004404,252.21424,4.7646481,6844.2213,7.873,7638.9137,4.312,14483.135,7.873,0.49332994,58.372898,0.46271605,96.874157,0,0,1,,,,0.00024992,117.0444,63612.024,27.136538,0
18021190.22,5905,259.996,260.071,-0.137,0.0004149,262.10913,4.8982265,7006.2439,18.12,7921.0187,4.731,14927.263,18.12,0.10073801,57.838414,0.56558374,96.15722,0,0,1,,,,0.00026038,116.7458,68701.198,26.730255,0
18021631.05,5905,260.028,260.041,-0.137,0.0004352,262.27342,4.9772337,6985.436,7.893,7925.7755,4.738,14911.211,7.893,1.8435504,56.863316,0.49323241,96.58267,0,0,1,,,,0.00026428,115.6768,68787.348,26.634174,0
18022064.69,5905,260.001,260.044,-0.137,0.0004619,262.29329,4.9338418,6973.1986,8.179,7926.3838,4.739,14899.582,8.179,0.52012467,56.612041,0.47476162,96.6937,0,0,1,,,,0.00026518,113.7266,68797.768,26.585502,0
18022942.98,5905,270.011,270.096,-0.137,0.000451,272.23136,5.0424032,7133.6843,16.13,8212.898,5.253,15346.582,16.13,0.15454828,55.867738,0.57891332,95.929677,0,0,1,,,,0.00027724,113.2241,74109.912,26.204491,0
18023370.78,5905,270.001,270.085,-0.137,0.0004404,272.39371,5.1238686,7113.7702,8.533,8217.5458,5.26,15331.316,8.533,2.2345705,55.120307,0.51636616,96.311569,0,0,1,,,,0.00028046,111.7355,74198.333,26.115766,0
18023794.45,5905,269.997,270.078,-0.137,0.0004051,272.41768,5.0863008,7108.845,9.323,8218.2978,5.261,15327.143,9.323,0.40605557,54.916561,0.50085544,96.406984,0,0,1,,,,0.00028136,110.2406,74211.39,26.095388,0
18024661.95,5905,280.007,280.106,-0.137,0.00043,282.30794,5.2028267,7266.8865,16.2,8485.6798,5.627,15752.566,16.2,0.18919012,54.064538,0.59896927,95.651801,0,0,1,,,,0.00029422,109.8331,79697.775,25.740992,0
18025076.63,5905,279.999,280.087,-0.137,0.000451,282.46615,5.2767261,7220.8874,8.727,8489.9201,5.631,15710.808,8.727,3.3967578,53.226119,0.54080441,96.002522,0,0,1,,,,0.00029779,108.1291,79787.128,25.563726,0
