[Header]
TITLE,MPMS DC Measurement
BYAPP,MPMS Measurement,2.1,Summary
FILEOPENTIME, 1507043426.059000 10/3/2017, 11:10:26 AM

INFO, APPNAME, MPMS MultiVu Application, Revision 1.61,  Build 082

INFO, NAME, PMO
INFO, WEIGHT, 6.800
INFO, AREA, 1.000
INFO, LENGTH, 1.000
INFO, SHAPE, 0
INFO, COMMENT, 
INFO, SEQUENCE FILE: MvsH_up_quick_500eO.seq


INFO, BACKGROUND DATA FILE:, None


STARTUPAXIS,X,4,LINEAR,AUTO,0.000000,0.000000
STARTUPAXIS,Y1,5,LINEAR,AUTO,0.000000,0.000000


STARTUPGROUP,Longitudinal
FIELDGROUP,Longitudinal,1,2,3,4,5,6,7,8,9,15,16,17,18,27,28
FIELDGROUP,Transverse,1,2,3,4,10,11,12,13,14,19,20,21,22,27,28

PLOT_APPEARANCE,ALL,HORZ_GRID_ON,VERT_GRID_ON,MARKERS_AND_LINES

[Data]
Time,Comment,Field (Oe),Temperature (K),Long Moment (emu),Long Scan Std Dev,Long Algorithm,Long Reg Fit,Long Percent Error (%),Trans Moment (emu),Trans Scan Std Dev,Trans Algorithm,Trans Reg Fit,Trans Percent Error (%),Long Moment [w/o ABS] (emu),Long Scan Std Dev [w/o ABS],Long Reg Fit [w/o ABS],Long Percent Error [w/o ABS] (%),Trans Moment [w/o ABS] (emu),Trans Scan Std Dev [w/o ABS],Trans Reg Fit [w/o ABS],Trans Percent Error [w/o ABS] (%),Points per Scan,Scans per Measurement,Scan Length (cm),Delta Temp (K),Rot Position (deg),Error,EC Comp. Running,Using ABS,
1507059456.464,,2.000000e+000,2.999964e+002,2.300602e-002,1.111477e-005,3,9.885890e-001,4.831244e-002,,,,,,,,,,,,,,24,3,4.000000e+000,9.613037e-003,0.000000e+000,0,,0,
1507059594.653,,0.000000e+000,2.999996e+002,1.428106e-002,6.019291e-007,3,9.865355e-001,4.214878e-003,,,,,,,,,,,,,,24,3,4.000000e+000,9.613037e-003,0.000000e+000,0,,0,
1507059726.666,,-2.000000e+000,2.999980e+002,5.044329e-003,6.060807e-007,3,9.849576e-001,1.201509e-002,,,,,,,,,,,,,,24,3,4.000000e+000,1.931763e-002,0.000000e+000,0,,0,
1507059854.796,,-4.000000e+000,2.999996e+002,-3.120953e-003,2.203566e-005,3,9.870698e-001,7.060555e-001,,,,,,,,,,,,,,24,3,4.000000e+000,1.931763e-002,0.000000e+000,0,,0,
1507059975.647,,-6.000000e+000,2.999932e+002,-7.372500e-003,8.886112e-006,3,9.867468e-001,1.205305e-001,,,,,,,,,,,,,,24,3,4.000000e+000,1.919556e-002,0.000000e+000,0,,0,
1507060109.093,,-8.000000e+000,2.999948e+002,-1.056903e-002,5.752065e-007,3,9.877706e-001,5.442380e-003,,,,,,,,,,,,,,24,3,4.000000e+000,9.613037e-003,0.000000e+000,0,,0,
1507060230.167,,-1.000000e+001,2.999980e+002,-1.318056e-002,4.458584e-006,3,9.881833e-001,3.382698e-002,,,,,,,,,,,,,,24,3,4.000000e+000,9.613037e-003,0.000000e+000,0,,0,
1507060351.588,,-1.200000e+001,2.999980e+002,-1.518425e-002,4.545241e-006,3,9.885602e-001,2.993392e-002,,,,,,,,,,,,,,24,3,4.000000e+000,2.890015e-002,0.000000e+000,0,,0,
1507060478.569,,-1.400000e+001,3.000028e+002,-1.682626e-002,3.021334e-006,3,9.887971e-001,1.795607e-002,,,,,,,,,,,,,,24,3,4.000000e+000,2.890015e-002,0.000000e+000,0,,0,
1507060598.461,,-1.600000e+001,2.999980e+002,-1.813728e-002,2.291362e-006,3,9.889986e-001,1.263344e-002,,,,,,,,,,,,,,24,3,4.000000e+000,1.931763e-002,0.000000e+000,0,,0,
1507060719.554,,-1.800000e+001,2.999932e+002,-1.943317e-002,2.077166e-006,3,9.891513e-001,1.068877e-002,,,,,,,,,,,,,,24,3,4.000000e+000,1.919556e-002,0.000000e+000,0,,0,
1507060840.397,,-2.000000e+001,3.000061e+002,-2.049539e-002,2.133407e-006,3,9.892980e-001,1.040921e-002,,,,,,,,,,,,,,24,3,4.000000e+000,9.704590e-003,0.000000e+000,0,,0,
1507060979.618,,-2.200000e+001,2.999948e+002,-2.151081e-002,1.768464e-006,3,9.894219e-001,8.221281e-003,,,,,,,,,,,,,,24,3,4.000000e+000,1.919556e-002,0.000000e+000,0,,0,
1507061098.965,,-2.400000e+001,3.000044e+002,-2.234437e-002,2.109045e-006,3,9.894736e-001,9.438820e-003,,,,,,,,,,,,,,24,3,4.000000e+000,9.704590e-003,0.000000e+000,0,,0,
1507061220.079,,-2.600000e+001,2.999884e+002,-2.315748e-002,1.380402e-006,3,9.895816e-001,5.960936e-003,,,,,,,,,,,,,,24,3,4.000000e+000,2.880859e-002,0.000000e+000,0,,0,
1507061340.723,,-2.800000e+001,2.999996e+002,-2.384766e-002,1.395362e-006,3,9.896696e-001,5.851148e-003,,,,,,,,,,,,,,24,3,4.000000e+000,2.890015e-002,0.000000e+000,0,,0,
1507061468.720,,-3.000000e+001,2.999980e+002,-2.452058e-002,1.912387e-006,3,9.897036e-001,7.799107e-003,,,,,,,,,,,,,,24,3,4.000000e+000,9.613037e-003,0.000000e+000,0,,0,
1507061589.851,,-3.200000e+001,2.999916e+002,-2.510092e-002,1.856947e-006,3,9.897386e-001,7.397925e-003,,,,,,,,,,,,,,24,3,4.000000e+000,1.919556e-002,0.000000e+000,0,,0,
1507061710.330,,-3.400000e+001,2.999916e+002,-2.565391e-002,1.506066e-006,3,9.898089e-001,5.870709e-003,,,,,,,,,,,,,,24,3,4.000000e+000,9.582520e-003,0.000000e+000,0,,0,
1507061831.080,,-3.600000e+001,2.999964e+002,-2.621047e-002,8.125265e-007,3,9.898800e-001,3.100008e-003,,,,,,,,,,,,,,24,3,4.000000e+000,1.919556e-002,0.000000e+000,0,,0,
1507061951.470,,-3.800000e+001,2.999980e+002,-2.675205e-002,2.051071e-006,3,9.899554e-001,7.666970e-003,,,,,,,,,,,,,,24,3,4.000000e+000,2.880859e-002,0.000000e+000,0,,0,
1507062072.793,,-4.000000e+001,3.000044e+002,-2.722593e-002,2.097873e-006,3,9.900128e-001,7.705421e-003,,,,,,,,,,,,,,24,3,4.000000e+000,9.704590e-003,0.000000e+000,0,,0,
1507062193.587,,-4.200000e+001,2.999964e+002,-2.769493e-002,2.019306e-006,3,9.900391e-001,7.291246e-003,,,,,,,,,,,,,,24,3,4.000000e+000,9.613037e-003,0.000000e+000,0,,0,
1507062315.627,,-4.400000e+001,2.999932e+002,-2.817161e-002,1.456301e-006,3,9.900702e-001,5.169394e-003,,,,,,,,,,,,,,24,3,4.000000e+000,1.919556e-002,0.000000e+000,0,,0,
1507062436.652,,-4.600000e+001,3.000012e+002,-2.859096e-002,4.600413e-007,3,9.900820e-001,1.609044e-003,,,,,,,,,,,,,,24,3,4.000000e+000,1.931763e-002,0.000000e+000,0,,0,
1507062557.621,,-4.800000e+001,2.999980e+002,-2.902714e-002,2.262453e-006,3,9.901062e-001,7.794267e-003,,,,,,,,,,,,,,24,3,4.000000e+000,9.613037e-003,0.000000e+000,0,,0,
1507062678.023,,-5.000000e+001,2.999932e+002,-2.941802e-002,1.857633e-006,3,9.901698e-001,6.314611e-003,,,,,,,,,,,,,,24,3,4.000000e+000,1.919556e-002,0.000000e+000,0,,0,
1507062804.881,,-5.500000e+001,2.999948e+002,-3.038995e-002,9.870412e-007,3,9.902792e-001,3.247920e-003,,,,,,,,,,,,,,24,3,4.000000e+000,9.613037e-003,0.000000e+000,0,,0,
1507062932.696,,-6.000000e+001,2.999964e+002,-3.127450e-002,2.830240e-007,3,9.903486e-001,9.049673e-004,,,,,,,,,,,,,,24,3,4.000000e+000,1.919556e-002,0.000000e+000,0,,0,
1507063060.454,,-6.500000e+001,2.999996e+002,-3.208390e-002,7.958793e-007,3,9.904032e-001,2.480619e-003,,,,,,,,,,,,,,24,3,4.000000e+000,1.931763e-002,0.000000e+000,0,,0,
1507063187.947,,-7.000000e+001,2.999996e+002,-3.281367e-002,4.628814e-007,3,9.904392e-001,1.410636e-003,,,,,,,,,,,,,,24,3,4.000000e+000,9.613037e-003,0.000000e+000,0,,0,
1507063314.669,,-7.500000e+001,2.999948e+002,-3.348175e-002,1.308879e-006,3,9.904749e-001,3.909232e-003,,,,,,,,,,,,,,24,3,4.000000e+000,9.613037e-003,0.000000e+000,0,,0,
1507063442.007,,-8.000000e+001,2.999964e+002,-3.407349e-002,6.647008e-007,3,9.905115e-001,1.950786e-003,,,,,,,,,,,,,,24,3,4.000000e+000,2.890015e-002,0.000000e+000,0,,0,
1507063569.298,,-8.500000e+001,3.000012e+002,-3.463379e-002,1.277709e-006,3,9.905840e-001,3.689199e-003,,,,,,,,,,,,,,24,3,4.000000e+000,1.931763e-002,0.000000e+000,0,,0,
1507063696.233,,-9.000000e+001,2.999996e+002,-3.515034e-002,7.325478e-007,3,9.906609e-001,2.084042e-003,,,,,,,,,,,,,,24,3,4.000000e+000,1.931763e-002,0.000000e+000,0,,0,
1507063830.839,,-1.000000e+002,2.999996e+002,-3.608368e-002,1.754058e-006,3,9.907357e-001,4.861083e-003,,,,,,,,,,,,,,24,3,4.000000e+000,9.613037e-003,0.000000e+000,0,,0,
1507063970.011,,-1.500000e+002,3.000028e+002,-3.952023e-002,2.997498e-006,3,9.910461e-001,7.584717e-003,,,,,,,,,,,,,,24,3,4.000000e+000,1.931763e-002,0.000000e+000,0,,0,
1507064109.779,,-2.000000e+002,3.000028e+002,-4.190880e-002,3.462702e-006,3,9.912269e-001,8.262470e-003,,,,,,,,,,,,,,24,3,4.000000e+000,1.931763e-002,0.000000e+000,0,,0,
1507064249.613,,-2.500000e+002,3.000013e+002,-4.373082e-002,3.361039e-006,3,9.913771e-001,7.685744e-003,,,,,,,,,,,,,,24,3,4.000000e+000,2.890015e-002,0.000000e+000,0,,0,
1507064389.514,,-3.000000e+002,2.999980e+002,-4.514000e-002,2.609499e-006,3,9.915142e-001,5.780901e-003,,,,,,,,,,,,,,24,3,4.000000e+000,9.613037e-003,0.000000e+000,0,,0,
1507064522.420,,-3.500000e+002,2.999948e+002,-4.624603e-002,5.868502e-006,3,9.916198e-001,1.268974e-002,,,,,,,,,,,,,,24,3,4.000000e+000,9.613037e-003,0.000000e+000,0,,0,
1507064655.941,,-4.000000e+002,2.999964e+002,-4.712170e-002,5.481696e-006,3,9.916859e-001,1.163306e-002,,,,,,,,,,,,,,24,3,4.000000e+000,9.613037e-003,0.000000e+000,0,,0,
1507064790.248,,-4.500000e+002,2.999996e+002,-4.781764e-002,4.082947e-006,3,9.917266e-001,8.538580e-003,,,,,,,,,,,,,,24,3,4.000000e+000,9.613037e-003,0.000000e+000,0,,0,
1507064930.617,,-5.000000e+002,2.999964e+002,-4.837868e-002,5.299085e-006,3,9.917601e-001,1.095335e-002,,,,,,,,,,,,,,24,3,4.000000e+000,9.613037e-003,0.000000e+000,0,,0,
1507065076.545,,-6.000000e+002,2.999996e+002,-4.920424e-002,7.529704e-006,3,9.918106e-001,1.530296e-002,,,,,,,,,,,,,,24,3,4.000000e+000,2.890015e-002,0.000000e+000,0,,0,
1507065223.528,,-7.000000e+002,2.999948e+002,-4.977351e-002,5.933714e-006,3,9.918628e-001,1.192143e-002,,,,,,,,,,,,,,24,3,4.000000e+000,2.890015e-002,0.000000e+000,0,,0,
1507065370.958,,-8.000000e+002,2.999948e+002,-5.017984e-002,8.816465e-006,3,9.919386e-001,1.756974e-002,,,,,,,,,,,,,,24,3,4.000000e+000,9.613037e-003,0.000000e+000,0,,0,
1507065516.909,,-9.000000e+002,2.999996e+002,-5.048229e-002,7.896427e-006,3,9.919687e-001,1.564197e-002,,,,,,,,,,,,,,24,3,4.000000e+000,9.613037e-003,0.000000e+000,0,,0,
1507065657.086,,-1.000000e+003,2.999996e+002,-5.071690e-002,1.013611e-005,3,9.919912e-001,1.998566e-002,,,,,,,,,,,,,,24,3,4.000000e+000,2.890015e-002,0.000000e+000,0,,0,
1507065802.808,,-1.200000e+003,3.000028e+002,-5.104022e-002,3.895377e-006,3,9.920443e-001,7.631975e-003,,,,,,,,,,,,,,24,3,4.000000e+000,1.931763e-002,0.000000e+000,0,,0,
1507065955.014,,-1.400000e+003,2.999964e+002,-5.123374e-002,1.217474e-005,3,9.919710e-001,2.376314e-002,,,,,,,,,,,,,,24,3,4.000000e+000,3.851318e-002,0.000000e+000,0,,0,
1507066101.596,,-1.600000e+003,2.999948e+002,-5.139648e-002,1.159283e-005,3,9.920919e-001,2.255568e-002,,,,,,,,,,,,,,24,3,4.000000e+000,9.613037e-003,0.000000e+000,0,,0,
1507066248.210,,-1.800000e+003,2.999964e+002,-5.148020e-002,1.126632e-005,3,9.921362e-001,2.188476e-002,,,,,,,,,,,,,,24,3,4.000000e+000,2.880859e-002,0.000000e+000,0,,0,
1507066404.285,,-2.000000e+003,2.999932e+002,-5.157080e-002,1.778248e-005,3,9.920986e-001,3.448167e-002,,,,,,,,,,,,,,24,3,4.000000e+000,3.851318e-002,0.000000e+000,0,,0,
1507066443.426,,-2.000000e+003,2.999980e+002,-5.154695e-002,9.870178e-006,3,9.919483e-001,1.914794e-002,,,,,,,,,,,,,,24,3,4.000000e+000,1.919556e-002,0.000000e+000,0,,0,
1507066596.530,,-1.800000e+003,3.000012e+002,-5.145873e-002,2.141854e-006,3,9.919305e-001,4.162276e-003,,,,,,,,,,,,,,24,3,4.000000e+000,9.613037e-003,0.000000e+000,0,,0,
1507066749.962,,-1.600000e+003,2.999964e+002,-5.135405e-002,1.383485e-006,3,9.919186e-001,2.694014e-003,,,,,,,,,,,,,,24,3,4.000000e+000,9.613037e-003,0.000000e+000,0,,0,
1507066896.074,,-1.400000e+003,2.999932e+002,-5.121313e-002,2.588659e-006,3,9.918997e-001,5.054677e-003,,,,,,,,,,,,,,24,3,4.000000e+000,2.890015e-002,0.000000e+000,0,,0,
1507067048.144,,-1.200000e+003,2.999996e+002,-5.101039e-002,1.058602e-006,3,9.919251e-001,2.075267e-003,,,,,,,,,,,,,,24,3,4.000000e+000,9.613037e-003,0.000000e+000,0,,0,
1507067194.042,,-1.000000e+003,2.999964e+002,-5.070317e-002,3.997096e-006,3,9.919193e-001,7.883325e-003,,,,,,,,,,,,,,24,3,4.000000e+000,1.919556e-002,0.000000e+000,0,,0,
1507067339.571,,-9.000000e+002,2.999916e+002,-5.048313e-002,3.690092e-006,3,9.918817e-001,7.309556e-003,,,,,,,,,,,,,,24,3,4.000000e+000,9.582520e-003,0.000000e+000,0,,0,
1507067478.982,,-8.000000e+002,2.999884e+002,-5.019510e-002,1.696077e-006,3,9.918568e-001,3.378970e-003,,,,,,,,,,,,,,24,3,4.000000e+000,9.582520e-003,0.000000e+000,0,,0,
1507067624.545,,-7.000000e+002,3.000012e+002,-4.980506e-002,4.394698e-006,3,9.918286e-001,8.823797e-003,,,,,,,,,,,,,,24,3,4.000000e+000,9.613037e-003,0.000000e+000,0,,0,
1507067770.747,,-6.000000e+002,2.999900e+002,-4.927282e-002,7.443281e-006,3,9.918452e-001,1.510626e-002,,,,,,,,,,,,,,24,3,4.000000e+000,2.880859e-002,0.000000e+000,0,,0,
1507067917.804,,-5.000000e+002,3.000012e+002,-4.848736e-002,3.329344e-006,3,9.917910e-001,6.866415e-003,,,,,,,,,,,,,,24,3,4.000000e+000,1.931763e-002,0.000000e+000,0,,0,
1507068063.252,,-4.500000e+002,2.999996e+002,-4.796952e-002,3.214687e-006,3,9.917249e-001,6.701520e-003,,,,,,,,,,,,,,24,3,4.000000e+000,1.931763e-002,0.000000e+000,0,,0,
1507068202.464,,-4.000000e+002,2.999948e+002,-4.733117e-002,4.408610e-007,3,9.917085e-001,9.314390e-004,,,,,,,,,,,,,,24,3,4.000000e+000,2.890015e-002,0.000000e+000,0,,0,
1507068341.787,,-3.500000e+002,2.999964e+002,-4.654212e-002,2.160890e-006,3,9.916164e-001,4.642870e-003,,,,,,,,,,,,,,24,3,4.000000e+000,1.919556e-002,0.000000e+000,0,,0,
1507068482.292,,-3.000000e+002,2.999980e+002,-4.554692e-002,2.390448e-006,3,9.915261e-001,5.248320e-003,,,,,,,,,,,,,,24,3,4.000000e+000,9.613037e-003,0.000000e+000,0,,0,
1507068622.986,,-2.500000e+002,2.999980e+002,-4.429598e-002,1.700514e-006,3,9.913942e-001,3.838982e-003,,,,,,,,,,,,,,24,3,4.000000e+000,9.613037e-003,0.000000e+000,0,,0,
1507068762.269,,-2.000000e+002,2.999964e+002,-4.270106e-002,2.122084e-006,3,9.913009e-001,4.969627e-003,,,,,,,,,,,,,,24,3,4.000000e+000,2.890015e-002,0.000000e+000,0,,0,
1507068901.863,,-1.500000e+002,2.999980e+002,-4.066008e-002,2.234406e-006,3,9.910965e-001,5.495330e-003,,,,,,,,,,,,,,24,3,4.000000e+000,1.919556e-002,0.000000e+000,0,,0,
1507069041.947,,-1.000000e+002,2.999980e+002,-3.797529e-002,9.116083e-007,3,9.908153e-001,2.400531e-003,,,,,,,,,,,,,,24,3,4.000000e+000,9.613037e-003,0.000000e+000,0,,0,
1507069176.400,,-9.000000e+001,3.000045e+002,-3.733179e-002,1.863714e-006,3,9.907045e-001,4.992298e-003,,,,,,,,,,,,,,24,3,4.000000e+000,1.931763e-002,0.000000e+000,0,,0,
1507069303.242,,-8.500000e+001,2.999948e+002,-3.698974e-002,1.634016e-006,3,9.906700e-001,4.417485e-003,,,,,,,,,,,,,,24,3,4.000000e+000,1.919556e-002,0.000000e+000,0,,0,
1507069430.342,,-8.000000e+001,2.999996e+002,-3.664524e-002,5.613334e-007,3,9.906309e-001,1.531804e-003,,,,,,,,,,,,,,24,3,4.000000e+000,1.931763e-002,0.000000e+000,0,,0,
1507069557.649,,-7.500000e+001,2.999980e+002,-3.627642e-002,1.505031e-006,3,9.905687e-001,4.148786e-003,,,,,,,,,,,,,,24,3,4.000000e+000,9.613037e-003,0.000000e+000,0,,0,
1507069685.772,,-7.000000e+001,3.000012e+002,-3.589215e-002,1.702570e-006,3,9.905317e-001,4.743572e-003,,,,,,,,,,,,,,24,3,4.000000e+000,9.613037e-003,0.000000e+000,0,,0,
1507069812.978,,-6.500000e+001,2.999980e+002,-3.549027e-002,1.541838e-007,3,9.904752e-001,4.344397e-004,,,,,,,,,,,,,,24,3,4.000000e+000,1.919556e-002,0.000000e+000,0,,0,
1507069946.864,,-6.000000e+001,3.000012e+002,-3.507081e-002,6.354050e-007,3,9.904323e-001,1.811777e-003,,,,,,,,,,,,,,24,3,4.000000e+000,9.613037e-003,0.000000e+000,0,,0,
1507070081.090,,-5.500000e+001,2.999916e+002,-3.462759e-002,7.716478e-007,3,9.903396e-001,2.228419e-003,,,,,,,,,,,,,,24,3,4.000000e+000,2.880859e-002,0.000000e+000,0,,0,
1507070214.165,,-5.000000e+001,2.999980e+002,-3.415750e-002,1.373471e-006,3,9.902737e-001,4.020993e-003,,,,,,,,,,,,,,24,3,4.000000e+000,1.931763e-002,0.000000e+000,0,,0,
1507070334.878,,-4.800000e+001,2.999964e+002,-3.396641e-002,6.194128e-007,3,9.902411e-001,1.823604e-003,,,,,,,,,,,,,,24,3,4.000000e+000,9.613037e-003,0.000000e+000,0,,0,
1507070462.141,,-4.600000e+001,3.000028e+002,-3.375993e-002,1.926213e-006,3,9.902416e-001,5.705620e-003,,,,,,,,,,,,,,24,3,4.000000e+000,1.931763e-002,0.000000e+000,0,,0,
1507070582.702,,-4.400000e+001,3.000013e+002,-3.355604e-002,5.991409e-007,3,9.902202e-001,1.785493e-003,,,,,,,,,,,,,,24,3,4.000000e+000,2.890015e-002,0.000000e+000,0,,0,
1507070710.737,,-4.200000e+001,2.999980e+002,-3.333178e-002,1.008009e-006,3,9.902036e-001,3.024169e-003,,,,,,,,,,,,,,24,3,4.000000e+000,1.919556e-002,0.000000e+000,0,,0,
1507070830.939,,-4.000000e+001,3.000060e+002,-3.311959e-002,5.766504e-007,3,9.901443e-001,1.741116e-003,,,,,,,,,,,,,,24,3,4.000000e+000,9.704590e-003,0.000000e+000,0,,0,
1507070952.539,,-3.800000e+001,2.999996e+002,-3.289582e-002,6.718858e-007,3,9.901010e-001,2.042465e-003,,,,,,,,,,,,,,24,3,4.000000e+000,1.919556e-002,0.000000e+000,0,,0,
1507071080.950,,-3.600000e+001,2.999980e+002,-3.264832e-002,6.001939e-007,3,9.900947e-001,1.838360e-003,,,,,,,,,,,,,,24,3,4.000000e+000,9.613037e-003,0.000000e+000,0,,0,
1507071202.893,,-3.400000e+001,3.000012e+002,-3.241118e-002,1.527408e-006,3,9.900561e-001,4.712596e-003,,,,,,,,,,,,,,24,3,4.000000e+000,2.890015e-002,0.000000e+000,0,,0,
1507071330.219,,-3.200000e+001,2.999980e+002,-3.214493e-002,1.608077e-006,3,9.899771e-001,5.002582e-003,,,,,,,,,,,,,,24,3,4.000000e+000,9.613037e-003,0.000000e+000,0,,0,
1507071451.181,,-3.000000e+001,3.000060e+002,-3.188271e-002,9.361233e-007,3,9.899605e-001,2.936147e-003,,,,,,,,,,,,,,24,3,4.000000e+000,9.704590e-003,0.000000e+000,0,,0,
1507071578.255,,-2.800000e+001,2.999932e+002,-3.159076e-002,5.530645e-007,3,9.898784e-001,1.750716e-003,,,,,,,,,,,,,,24,3,4.000000e+000,1.919556e-002,0.000000e+000,0,,0,
1507071699.437,,-2.600000e+001,3.000012e+002,-3.130907e-002,8.793027e-007,3,9.898550e-001,2.808460e-003,,,,,,,,,,,,,,24,3,4.000000e+000,3.839111e-002,0.000000e+000,0,,0,
1507071819.869,,-2.400000e+001,2.999980e+002,-3.097992e-002,1.557235e-006,3,9.897712e-001,5.026595e-003,,,,,,,,,,,,,,24,3,4.000000e+000,9.613037e-003,0.000000e+000,0,,0,
1507071940.944,,-2.200000e+001,2.999964e+002,-3.064965e-002,1.676548e-006,3,9.897059e-001,5.470040e-003,,,,,,,,,,,,,,24,3,4.000000e+000,1.931763e-002,0.000000e+000,0,,0,
1507072067.352,,-2.000000e+001,2.999900e+002,-3.026447e-002,9.280283e-007,3,9.896431e-001,3.066396e-003,,,,,,,,,,,,,,24,3,4.000000e+000,9.582520e-003,0.000000e+000,0,,0,
1507072187.132,,-1.800000e+001,2.999964e+002,-2.987743e-002,9.876754e-007,3,9.895515e-001,3.305758e-003,,,,,,,,,,,,,,24,3,4.000000e+000,9.613037e-003,0.000000e+000,0,,0,
1507072307.869,,-1.600000e+001,2.999948e+002,-2.941372e-002,4.700606e-007,3,9.894568e-001,1.598100e-003,,,,,,,,,,,,,,24,3,4.000000e+000,9.613037e-003,0.000000e+000,0,,0,
1507072429.011,,-1.400000e+001,2.999948e+002,-2.891780e-002,9.956435e-007,3,9.892731e-001,3.443012e-003,,,,,,,,,,,,,,24,3,4.000000e+000,1.919556e-002,0.000000e+000,0,,0,
1507072550.282,,-1.200000e+001,2.999964e+002,-2.829354e-002,1.608508e-006,3,9.891015e-001,5.685070e-003,,,,,,,,,,,,,,24,3,4.000000e+000,9.613037e-003,0.000000e+000,0,,0,
1507072677.384,,-1.000000e+001,2.999996e+002,-2.750246e-002,1.171428e-006,3,9.888059e-001,4.259358e-003,,,,,,,,,,,,,,24,3,4.000000e+000,2.890015e-002,0.000000e+000,0,,0,
1507072797.542,,-8.000000e+000,3.000028e+002,-2.668521e-002,4.856274e-007,3,9.885640e-001,1.819837e-003,,,,,,,,,,,,,,24,3,4.000000e+000,0.000000e+000,0.000000e+000,0,,0,
1507072925.434,,-6.000000e+000,2.999996e+002,-2.550033e-002,8.987306e-007,3,9.881333e-001,3.524388e-003,,,,,,,,,,,,,,24,3,4.000000e+000,1.931763e-002,0.000000e+000,0,,0,
1507073047.372,,-4.000000e+000,2.999932e+002,-2.169857e-002,1.501810e-006,3,9.876288e-001,6.921239e-003,,,,,,,,,,,,,,24,3,4.000000e+000,1.919556e-002,0.000000e+000,0,,0,
1507073179.884,,-2.000000e+000,2.999996e+002,-1.258034e-002,1.899739e-006,3,9.841713e-001,1.510085e-002,,,,,,,,,,,,,,24,3,4.000000e+000,9.613037e-003,0.000000e+000,0,,0,
1507073318.077,,0.000000e+000,2.999980e+002,-3.331792e-003,2.078040e-006,3,9.718357e-001,6.237002e-002,,,,,,,,,,,,,,24,3,4.000000e+000,1.931763e-002,0.000000e+000,0,,0,
1507073438.777,,2.000000e+000,2.999996e+002,4.203036e-003,9.724391e-007,3,9.893808e-001,2.313659e-002,,,,,,,,,,,,,,24,3,4.000000e+000,9.613037e-003,0.000000e+000,0,,0,
1507073559.261,,4.000000e+000,2.999996e+002,8.117143e-003,1.050686e-006,3,9.886959e-001,1.294404e-002,,,,,,,,,,,,,,24,3,4.000000e+000,1.931763e-002,0.000000e+000,0,,0,
1507073709.238,,6.000000e+000,3.000012e+002,1.134157e-002,1.358417e-006,3,9.889546e-001,1.197733e-002,,,,,,,,,,,,,,24,3,4.000000e+000,9.613037e-003,0.000000e+000,0,,0,
1507073831.158,,8.000000e+000,2.999980e+002,1.375615e-002,9.509608e-007,3,9.891413e-001,6.912988e-003,,,,,,,,,,,,,,24,3,4.000000e+000,9.613037e-003,0.000000e+000,0,,0,
1507073951.583,,1.000000e+001,2.999948e+002,1.551864e-002,9.448408e-007,3,9.893317e-001,6.088424e-003,,,,,,,,,,,,,,24,3,4.000000e+000,1.919556e-002,0.000000e+000,0,,0,
1507074072.636,,1.200000e+001,2.999948e+002,1.713108e-002,1.510715e-006,3,9.894945e-001,8.818559e-003,,,,,,,,,,,,,,24,3,4.000000e+000,1.919556e-002,0.000000e+000,0,,0,
1507074192.649,,1.400000e+001,2.999964e+002,1.840903e-002,5.683556e-007,3,9.896261e-001,3.087374e-003,,,,,,,,,,,,,,24,3,4.000000e+000,9.613037e-003,0.000000e+000,0,,0,
1507074314.022,,1.600000e+001,3.000012e+002,1.966085e-002,1.249585e-006,3,9.897351e-001,6.355703e-003,,,,,,,,,,,,,,24,3,4.000000e+000,9.613037e-003,0.000000e+000,0,,0,
1507074435.234,,1.800000e+001,2.999948e+002,2.076609e-002,7.719029e-007,3,9.898262e-001,3.717131e-003,,,,,,,,,,,,,,24,3,4.000000e+000,9.613037e-003,0.000000e+000,0,,0,
1507074555.392,,2.000000e+001,2.999964e+002,2.168917e-002,1.251039e-006,3,9.899048e-001,5.768036e-003,,,,,,,,,,,,,,24,3,4.000000e+000,1.919556e-002,0.000000e+000,0,,0,
1507074682.814,,2.200000e+001,2.999980e+002,2.256815e-002,9.233987e-007,3,9.899354e-001,4.091601e-003,,,,,,,,,,,,,,24,3,4.000000e+000,1.931763e-002,0.000000e+000,0,,0,
1507074810.345,,2.400000e+001,2.999964e+002,2.335497e-002,7.802082e-007,3,9.899893e-001,3.340652e-003,,,,,,,,,,,,,,24,3,4.000000e+000,9.613037e-003,0.000000e+000,0,,0,
1507074931.882,,2.600000e+001,2.999948e+002,2.401369e-002,9.866931e-007,3,9.900019e-001,4.108878e-003,,,,,,,,,,,,,,24,3,4.000000e+000,2.880859e-002,0.000000e+000,0,,0,
1507075052.113,,2.800000e+001,2.999948e+002,2.463789e-002,7.390184e-007,3,9.900356e-001,2.999519e-003,,,,,,,,,,,,,,24,3,4.000000e+000,9.613037e-003,0.000000e+000,0,,0,
1507075171.901,,3.000000e+001,2.999948e+002,2.525386e-002,8.383910e-007,3,9.900799e-001,3.319853e-003,,,,,,,,,,,,,,24,3,4.000000e+000,2.890015e-002,0.000000e+000,0,,0,
1507075299.203,,3.200000e+001,2.999964e+002,2.583459e-002,6.270160e-007,3,9.901624e-001,2.427041e-003,,,,,,,,,,,,,,24,3,4.000000e+000,9.613037e-003,0.000000e+000,0,,0,
