Comment,Time Stamp (sec),Status (code),Temperature (K),Magnetic Field (Oe),Sample Position (deg),Bridge 1 Resistivity (Ohm),Bridge 1 Excitation (uA),Bridge 2 Resistivity (Ohm),Bridge 2 Excitation (uA),Bridge 3 Resistivity (Ohm),Bridge 3 Excitation (uA),Bridge 4 Resistivity (Ohm-m),Bridge 4 Excitation (uA),Bridge 1 Std. Dev. (Ohm),Bridge 2 Std. Dev. (Ohm),Bridge 3 Std. Dev. (Ohm),Bridge 4 Std. Dev. (Ohm-m),Number of Readings,Bridge 1 Resistance (Ohms),Bridge 2 Resistance (Ohms),Bridge 3 Resistance (Ohms),Bridge 4 Resistance (Ohms),Signal 1 Vin (V),Signal 2 Vin (V),Digital Inputs (code),Drive 1 Iout (mA),Drive 1 Ipower (watts),Drive 2 Iout (mA),Drive 2 Ipower (watts),Pressure (),Map 20 (),Map 21 (),Map 22 (),Map 23 (),Map 24 (),Map 25 (),Map 26 (),Map 27 (),Map 28 (),Map 29 ()
,10839805.73,4370,282.591247558594,-0.0850000008940697,90.0139999389648,515.940832519531,99.9020004272461,647.502270507812,99.9020004272461,1163.46744140625,75.9649963378906,,,0.494265355300623,0.624735479657872,1.10301402653021,,25,515.940832519531,647.502270507812,1163.46744140625,
,10839821.61,4370,281.417892456055,-0.0850000008940697,90.0139999389648,513.396726074219,99.9020004272461,644.289973144531,99.9020004272461,1157.75270507813,78.4565173339844,,,0.469791751145395,0.593603405895962,1.04861217500852,,25,513.396726074219,644.289973144531,1157.75270507813,
,10839833.38,4370,280.372451782227,-0.0850000008940697,90.0139999389648,511.507808837891,99.9020004272461,641.901684570312,99.9020004272461,1153.48703125,79.6289978027344,,,0.47712422020263,0.602170166218042,1.07681158713589,,25,511.507808837891,641.901684570312,1153.48703125,
,10839856.00,4370,278.711791992188,-0.0850000008940697,90.0139999389648,507.865085449219,99.9020004272461,637.376796875,99.9020004272461,1145.23587890625,79.6289978027344,,,0.408342370818155,0.516189529187551,0.925258077074315,,25,507.865085449219,637.376796875,1145.23587890625,
,10839876.55,4374,277.423400878906,-0.0850000008940697,90.0139999389648,505.382429199219,99.9020004272461,634.17244140625,99.9020004272461,1139.49342285156,79.6289978027344,,,0.3436282732557,0.438574838019392,0.786895415827702,,25,505.382429199219,634.17244140625,1139.49342285156,
,10839894.80,4370,275.396347045898,-0.0850000008940697,90.0139999389648,502.873237304688,99.9020004272461,631.074470214844,99.9020004272461,1133.93233886719,79.6289978027344,,,0.421030837486977,0.532492760868656,0.956295888213059,,25,502.873237304688,631.074470214844,1133.93233886719,
,10839917.77,4370,273.482696533203,-0.0850000008940697,90.0139999389648,499.586966552734,99.9020004272461,626.849978027344,99.9020004272461,1126.49008789063,79.6289978027344,,,0.409302423186804,0.518308879346047,0.926522121843246,,25,499.586966552734,626.849978027344,1126.49008789063,
,10839929.77,4370,272.479690551758,-0.0850000008940697,90.0139999389648,497.821807861328,99.9020004272461,624.693952636719,99.9020004272461,1122.56437011719,79.6289978027344,,,0.418272445203776,0.528047548414241,0.947557968323041,,25,497.821807861328,624.693952636719,1122.56437011719,
,10839941.94,4370,271.284896850586,-0.0850000008940697,90.0139999389648,496.018016357422,99.9020004272461,622.336276855469,99.9020004272461,1118.34486328125,79.6289978027344,,,0.454703100938325,0.576364515769636,1.02709415344574,,25,496.018016357422,622.336276855469,1118.34486328125,
,10839961.64,4370,269.533493041992,-0.0850000008940697,90.0139999389648,492.870546875,99.9020004272461,618.359797363281,99.9020004272461,1111.36999511719,79.6289978027344,,,0.457155190955487,0.578173052838243,1.03677137427003,,25,492.870546875,618.359797363281,1111.36999511719,
,10839975.38,4370,268.571746826172,-0.0850000008940697,90.0139999389648,490.78359375,99.9020004272461,615.725610351563,99.9020004272461,1106.50674316406,79.9416381835938,,,0.430126693719878,0.544046092799031,0.97308339141269,,25,490.78359375,615.725610351563,1106.50674316406,
,10839988.78,4370,267.462707519531,-0.0850000008940697,90.0139999389648,488.749730224609,99.9020004272461,613.232370605469,99.9020004272461,1101.98395507813,83.5370025634766,,,0.43458606029759,0.548937057268342,0.991433711222099,,25,488.749730224609,613.232370605469,1101.98395507813,
,10840000.48,4370,266.43424987793,-0.0850000008940697,90.0139999389648,486.972899169922,99.9020004272461,610.988044433594,99.9020004272461,1097.96392578125,83.5370025634766,,,0.446116922454889,0.563304467992108,1.0124849630484,,25,486.972899169922,610.988044433594,1097.96392578125,
,10840011.84,4370,265.478790283203,-0.0850000008940697,90.0139999389648,485.240009765625,99.9020004272461,608.721079101563,99.9020004272461,1094.03720703125,83.5370025634766,,,0.443106257463327,0.562328817404084,1.00565017971492,,25,485.240009765625,608.721079101563,1094.03720703125,
,10840024.41,4370,264.494247436523,-0.0850000008940697,90.0139999389648,483.357189941406,99.9020004272461,606.342900390625,99.9020004272461,1089.64033691406,83.5370025634766,,,0.431601501610471,0.547313006544043,0.978593154722531,,25,483.357189941406,606.342900390625,1089.64033691406,
,10840037.75,4370,263.410293579102,-0.0850000008940697,90.0139999389648,481.326118164063,99.9020004272461,603.85359375,99.9020004272461,1085.17298828125,83.5370025634766,,,0.434903258959499,0.549557223621355,0.98913835322499,,25,481.326118164063,603.85359375,1085.17298828125,
,10840061.67,4370,261.446746826172,-0.0850000008940697,90.0139999389648,477.798209228516,99.9020004272461,599.321979980469,99.9020004272461,1077.18862792969,83.5370025634766,,,0.420440181761794,0.53027428579526,0.949737857842946,,25,477.798209228516,599.321979980469,1077.18862792969,
,10840073.20,4370,260.500045776367,-0.0850000008940697,90.0139999389648,476.120125732422,99.9020004272461,597.274243164062,99.9020004272461,1073.38907226562,83.5370025634766,,,0.415913237890263,0.525630977103582,0.943430898232586,,25,476.120125732422,597.274243164062,1073.38907226562,
,10840084.81,4370,259.505508422852,-0.0850000008940697,90.0139999389648,474.444058837891,99.9020004272461,595.156953125,99.9020004272461,1069.59750976563,83.5370025634766,,,0.417988787925826,0.527194579702691,0.947818929401129,,25,474.444058837891,595.156953125,1069.59750976563,
,10840096.47,4370,258.518005371094,-0.0850000008940697,90.0139999389648,472.759130859375,99.9020004272461,592.953371582031,99.9020004272461,1065.78155761719,83.5370025634766,,,0.419912722780327,0.533091813824682,0.950517187508903,,25,472.759130859375,592.953371582031,1065.78155761719,
,10840108.59,4370,257.465393066406,-0.0850000008940697,90.0139999389648,470.978830566406,99.9020004272461,590.705717773438,99.9020004272461,1061.71789550781,83.5370025634766,,,0.42279532611426,0.534959636676554,0.964386008660298,,25,470.978830566406,590.705717773438,1061.71789550781,
,10840121.00,4370,256.496307373047,-0.0850000008940697,90.0139999389648,469.25505859375,99.9020004272461,588.530263671875,99.9020004272461,1057.68418945313,83.5370025634766,,,0.409762126128491,0.516207135990613,0.928962114360093,,25,469.25505859375,588.530263671875,1057.68418945313,
,10840133.02,4370,255.515243530273,-0.0850000008940697,90.0139999389648,467.547137451172,99.9020004272461,586.373662109375,99.9020004272461,1053.82317382812,85.197802734375,,,0.414665706944672,0.524888813598487,0.936868507817727,,25,467.547137451172,586.373662109375,1053.82317382812,
,10840145.41,4370,254.452102661133,-0.0850000008940697,90.0139999389648,465.774930419922,99.9020004272461,584.132905273437,99.9020004272461,1049.94506835938,87.6890029907227,,,0.409519584779733,0.519897941077253,0.930909345382522,,25,465.774930419922,584.132905273437,1049.94506835938,
,10840156.81,4370,253.501152038574,-0.0850000008940697,90.0139999389648,464.172022705078,99.9020004272461,582.10732421875,99.9020004272461,1046.19044921875,87.6890029907227,,,0.413692523980532,0.521943052197727,0.934692514959343,,25,464.172022705078,582.10732421875,1046.19044921875,
,10840168.91,4370,252.494453430176,-0.0850000008940697,90.0139999389648,462.372618408203,99.9020004272461,579.910798339844,99.9020004272461,1042.27415527344,87.6890029907227,,,0.418259963362391,0.531891082375353,0.944165634817156,,25,462.372618408203,579.910798339844,1042.27415527344,
,10840180.36,4370,251.543449401855,-0.0850000008940697,90.0139999389648,460.774143066406,99.9020004272461,577.815671386719,99.9020004272461,1038.65726074219,87.6890029907227,,,0.411142246879681,0.517541398182611,0.927916479433234,,25,460.774143066406,577.815671386719,1038.65726074219,
,10840192.84,4370,250.472496032715,-0.0850000008940697,90.0139999389648,459.004128417969,99.9020004272461,575.579724121094,99.9020004272461,1034.51626464844,87.6890029907227,,,0.41834889566958,0.529145812084056,0.952371106031619,,25,459.004128417969,575.579724121094,1034.51626464844,
,10840205.59,4370,249.424850463867,-0.0850000008940697,90.0139999389648,457.162834472656,99.9020004272461,573.325502929687,99.9020004272461,1030.46965820312,87.6890029907227,,,0.412247783827357,0.519917531710961,0.93101651264193,,25,457.162834472656,573.325502929687,1030.46965820312,
,10840216.47,4370,248.521347045898,-0.0850000008940697,90.0139999389648,455.624566650391,99.9020004272461,571.311630859375,99.9020004272461,1026.98760253906,87.6890029907227,,,0.409598398112581,0.518348921524523,0.929416901863435,,25,455.624566650391,571.311630859375,1026.98760253906,
,10840229.00,4370,247.469947814941,-0.0850000008940697,90.0139999389648,453.850963134766,99.9020004272461,569.068933105469,99.9020004272461,1022.84618896484,87.6890029907227,,,0.415818202691798,0.524811022931954,0.938253721848574,,25,453.850963134766,569.068933105469,1022.84618896484,
,10840240.95,4370,246.479652404785,-0.0850000008940697,90.0139999389648,452.146358642578,99.9020004272461,566.989133300781,99.9020004272461,1019.12252441406,87.6890029907227,,,0.407525484467873,0.515493318105454,0.921898608693394,,25,452.146358642578,566.989133300781,1019.12252441406,
,10840253.44,4370,245.424354553223,-0.0850000008940697,90.0139999389648,450.393171386719,99.9020004272461,564.702802734375,99.9020004272461,1015.03850830078,87.6890029907227,,,0.411236349118768,0.521707356634825,0.931703265813799,,25,450.393171386719,564.702802734375,1015.03850830078,
,10840276.80,4370,243.484992980957,-0.0850000008940697,90.0139999389648,447.111938476563,99.9020004272461,560.557124023438,99.9020004272461,1007.7532421875,87.6890029907227,,,0.407511817684641,0.516038080649299,0.921394465299689,,25,447.111938476563,560.557124023438,1007.7532421875,
,10840288.05,4370,242.44734954834,-0.0850000008940697,90.0139999389648,445.487686767578,99.9020004272461,558.500769042969,99.9020004272461,1003.90050292969,89.5163229370117,,,0.438399119569977,0.555655163580981,1.02450767382344,,25,445.487686767578,558.500769042969,1003.90050292969,
,10840311.22,4370,240.547950744629,-0.0850000008940697,90.0139999389648,442.114490966797,99.9020004272461,554.239721679687,99.9020004272461,996.230583496094,91.8420028686523,,,0.414858212793898,0.524043624489008,0.942259696839286,,25,442.114490966797,554.239721679687,996.230583496094,
,10840324.94,4370,239.467346191406,-0.0850000008940697,90.0139999389648,440.176467285156,99.9020004272461,551.794526367187,99.9020004272461,991.850236816406,91.8420028686523,,,0.407696515159596,0.51615896903573,0.924398405253584,,25,440.176467285156,551.794526367187,991.850236816406,
,10840336.89,4370,238.466499328613,-0.0850000008940697,90.0139999389648,438.471413574219,99.9020004272461,549.638112792969,99.9020004272461,987.98970703125,91.8420028686523,,,0.412104303771722,0.521027725203789,0.93578219919657,,25,438.471413574219,549.638112792969,987.98970703125,
,10840348.53,4370,237.453498840332,-0.0850000008940697,90.0139999389648,436.770628662109,99.9020004272461,547.490354003906,99.9020004272461,984.180036621094,91.8420028686523,,,0.441324522422006,0.55881594907092,0.961754215339573,,25,436.770628662109,547.490354003906,984.180036621094,
,10840360.27,4370,236.526947021484,-0.0850000008940697,90.0139999389648,435.089404296875,99.9020004272461,545.436857910156,99.9020004272461,980.547885742188,91.8420028686523,,,0.40774217488286,0.515224605335545,0.922758459952882,,25,435.089404296875,545.436857910156,980.547885742188,
,10840372.36,4370,235.523498535156,-0.0850000008940697,90.0139999389648,433.399560546875,99.9020004272461,543.231755371094,99.9020004272461,976.723950195312,91.8420028686523,,,0.405187672637425,0.511637016859742,0.915796637666365,,25,433.399560546875,543.231755371094,976.723950195312,
,10840385.13,4370,234.449600219727,-0.0850000008940697,90.0139999389648,431.604014892578,99.9020004272461,540.962592773437,99.9020004272461,972.660881347656,91.8420028686523,,,0.404860547990297,0.510836577719514,0.914336107795244,,25,431.604014892578,540.962592773437,972.660881347656,
,10840396.08,4370,233.532051086426,-0.0850000008940697,90.0139999389648,430.092335205078,99.9020004272461,539.053186035156,99.9020004272461,969.113190917969,91.8420028686523,,,0.403341932170469,0.508967338847425,0.909641591440617,,25,430.092335205078,539.053186035156,969.113190917969,
,10840408.81,4370,232.458251953125,-0.0850000008940697,90.0139999389648,428.28205078125,99.9020004272461,536.768254394531,99.9020004272461,965.025551757813,91.8420028686523,,,0.424062661619204,0.534521183294959,0.960252226196479,,25,428.28205078125,536.768254394531,965.025551757813,
,10840420.75,4370,231.500144958496,-0.0850000008940697,90.0139999389648,426.663933105469,99.9020004272461,534.720983886719,99.9020004272461,961.488635253906,91.8420028686523,,,0.394349696260076,0.498388117870921,0.889407675959461,,25,426.663933105469,534.720983886719,961.488635253906,
,10840433.47,4370,230.477653503418,-0.0850000008940697,90.0139999389648,424.920679931641,99.9020004272461,532.587658691406,99.9020004272461,957.52021484375,95.1829598999023,,,0.39252461821541,0.497136667362458,0.899202316245971,,25,424.920679931641,532.587658691406,957.52021484375,
,10840446.17,4370,229.418548583984,-0.0850000008940697,90.0139999389648,423.261002197266,99.9020004272461,530.424936523438,99.9020004272461,953.757358398438,96.2379989624023,,,0.383718009878347,0.485732821617072,0.869509421083248,,25,423.261002197266,530.424936523438,953.757358398438,
,10840468.91,4370,227.463249206543,-0.0850000008940697,90.0139999389648,420.193911132813,99.9020004272461,526.6171875,99.9020004272461,946.805290527344,99.9020004272461,,,0.391534211411828,0.493791417582395,0.885105434442746,,25,420.193911132813,526.6171875,946.805290527344,
,10840481.84,4370,226.416854858398,-0.0850000008940697,90.0139999389648,418.550697021484,99.9020004272461,524.472751464844,99.9020004272461,942.966997070312,99.9020004272461,,,0.377582149948802,0.477067504726829,0.854679957535583,,25,418.550697021484,524.472751464844,942.966997070312,
,10840493.45,4370,225.467750549316,-0.0850000008940697,90.0139999389648,417.034663085938,99.9020004272461,522.554904785156,99.9020004272461,939.530983886719,99.9020004272461,,,0.377504552358833,0.476408330000704,0.853679281754897,,25,417.034663085938,522.554904785156,939.530983886719,
,10840504.92,4370,224.479301452637,-0.0850000008940697,90.0139999389648,415.513851318359,99.9020004272461,520.635861816406,99.9020004272461,936.210620117188,99.9020004272461,,,0.379529454437545,0.478799391803395,0.856970057499632,,25,415.513851318359,520.635861816406,936.210620117188,
,10840516.81,4370,223.495597839355,-0.0850000008940697,90.0139999389648,413.9391015625,99.9020004272461,518.710949707031,99.9020004272461,932.645568847656,99.9020004272461,,,0.377811477276275,0.479146767304895,0.856874628089652,,25,413.9391015625,518.710949707031,932.645568847656,
,10840529.33,4370,222.438446044922,-0.0850000008940697,90.0139999389648,412.292293701172,99.9020004272461,516.559685058594,99.9020004272461,928.912607421875,99.9020004272461,,,0.394169045862393,0.499149211129071,0.896583264884167,,25,412.292293701172,516.559685058594,928.912607421875,
,10840540.70,4370,221.51139831543,-0.0850000008940697,90.0139999389648,410.812305908203,99.9020004272461,514.758601074219,99.9020004272461,925.565168457031,99.9020004272461,,,0.375436378991814,0.474341790979083,0.850030527266271,,25,410.812305908203,514.758601074219,925.565168457031,
,10840553.06,4370,220.455902099609,-0.0850000008940697,90.0139999389648,409.19638671875,99.9020004272461,512.653399658203,99.9020004272461,921.907790527344,99.9020004272461,,,0.375285557789233,0.479356159753048,0.853014316538518,,25,409.19638671875,512.653399658203,921.907790527344,
,10840564.19,4370,219.535751342773,-0.0850000008940697,90.0139999389648,407.787231445313,99.9020004272461,510.869847412109,99.9020004272461,918.602790527344,99.9020004272461,,,0.374575227320876,0.476853466762127,0.851414315564974,,25,407.787231445313,510.869847412109,918.602790527344,
,10840576.70,4370,218.509696960449,-0.0850000008940697,90.0139999389648,406.124239501953,99.9020004272461,508.834675292969,99.9020004272461,914.954047851562,99.9020004272461,,,0.375193987740216,0.474536900949757,0.848311304914604,,25,406.124239501953,508.834675292969,914.954047851562,
,10840589.31,4370,217.433097839355,-0.0850000008940697,90.0139999389648,404.500601806641,99.9020004272461,506.718793945312,99.9020004272461,911.161066894531,99.9020004272461,,,0.384427216835124,0.487491199473864,0.872306273320877,,25,404.500601806641,506.718793945312,911.161066894531,
,10840600.98,4370,216.482452392578,-0.0850000008940697,90.0139999389648,402.986440429687,99.9020004272461,504.869727783203,99.9020004272461,907.847741699219,99.9020004272461,,,0.373815086524392,0.471022341192566,0.846447759773449,,25,402.986440429687,504.869727783203,907.847741699219,
,10840612.44,4370,215.519744873047,-0.0850000008940697,90.0139999389648,401.5352734375,99.9020004272461,502.971943359375,99.9020004272461,904.449931640625,99.9020004272461,,,0.372252178612263,0.471076973703421,0.84407873884205,,25,401.5352734375,502.971943359375,904.449931640625,
,10840625.28,4370,214.45890045166,-0.0850000008940697,90.0139999389648,399.882232666016,99.9020004272461,500.881214599609,99.9020004272461,900.7079296875,99.9020004272461,,,0.371194742915876,0.470122889518876,0.842749152021487,,25,399.882232666016,500.881214599609,900.7079296875,
,10840636.61,4370,213.513298034668,-0.0850000008940697,90.0139999389648,398.387126464844,99.9020004272461,499.056922607422,99.9020004272461,897.4408984375,99.9020004272461,,,0.371821633675671,0.468829209091274,0.839632327059871,,25,398.387126464844,499.056922607422,897.4408984375,
,10840648.95,4370,212.384147644043,-0.0850000008940697,90.0139999389648,396.764370117188,99.9020004272461,496.941005859375,99.9020004272461,893.766257324219,99.9020004272461,,,0.395794259608403,0.503480286636457,0.893530228610976,,25,396.764370117188,496.941005859375,893.766257324219,
,10840671.08,4370,210.516555786133,-0.0850000008940697,90.0139999389648,393.779918212891,99.9020004272461,493.232391357422,99.9020004272461,887.004350585937,99.9020004272461,,,0.39005451192688,0.489515204945885,0.875127579962613,,25,393.779918212891,493.232391357422,887.004350585937,
,10840683.80,4370,209.558601379395,-0.0850000008940697,90.0139999389648,392.147388916016,99.9020004272461,491.104534912109,99.9020004272461,883.199248046875,99.9020004272461,,,0.372994260516563,0.472018324403247,0.852664284915327,,25,392.147388916016,491.104534912109,883.199248046875,
,10840696.42,4370,208.512054443359,-0.0850000008940697,90.0139999389648,390.488143310547,99.9020004272461,489.075747070313,99.9020004272461,879.558547363281,99.9020004272461,,,0.375689779903549,0.474469376553603,0.848392087806027,,25,390.488143310547,489.075747070313,879.558547363281,
,10840708.06,4370,207.479949951172,-0.0850000008940697,90.0139999389648,388.95767578125,99.9020004272461,487.077645263672,99.9020004272461,875.975290527344,99.9020004272461,,,0.395839812201446,0.502928715885483,0.904928474544745,,25,388.95767578125,487.077645263672,875.975290527344,
,10840720.64,4370,206.458549499512,-0.0850000008940697,90.0139999389648,387.314371337891,99.9020004272461,485.064365234375,99.9020004272461,872.373100585938,99.9020004272461,,,0.371285790159227,0.471288794684126,0.841626066646029,,25,387.314371337891,485.064365234375,872.373100585938,
,10840732.84,4370,205.477844238281,-0.0850000008940697,90.0139999389648,385.781617431641,99.9020004272461,483.060404052734,99.9020004272461,868.901208496094,99.9020004272461,,,0.365834710498272,0.463173745045299,0.826856669086852,,25,385.781617431641,483.060404052734,868.901208496094,
,10840744.95,4370,204.453948974609,-0.0850000008940697,90.0139999389648,384.211506347656,99.9020004272461,481.140177001953,99.9020004272461,865.343415527344,99.9020004272461,,,0.368045419231041,0.461773454944229,0.827972363179565,,25,384.211506347656,481.140177001953,865.343415527344,
,10840756.50,4370,203.514450073242,-0.0850000008940697,90.0139999389648,382.800943603516,99.9020004272461,479.293245849609,99.9020004272461,862.036945800781,99.9020004272461,,,0.360818167212501,0.455129487491325,0.815859082943238,,25,382.800943603516,479.293245849609,862.036945800781,
,10840769.19,4370,202.486801147461,-0.0850000008940697,90.0139999389648,381.215235595703,99.9020004272461,477.290085449219,99.9020004272461,858.563540039062,99.9020004272461,,,0.352657802446564,0.446151643213761,0.798984195373366,,25,381.215235595703,477.290085449219,858.563540039062,
,10840782.03,4370,201.43775177002,-0.0850000008940697,90.0139999389648,379.713353271484,99.9020004272461,475.39255859375,99.9020004272461,855.052336425781,99.9020004272461,,,0.345103821182922,0.439693256739303,0.784681911736305,,25,379.713353271484,475.39255859375,855.052336425781,
,10840793.63,4370,200.443496704102,-0.0850000008940697,90.0139999389648,378.314801025391,99.9020004272461,473.624376220703,99.9020004272461,851.884270019531,99.9020004272461,,,0.349434915294049,0.441680526845253,0.791842432730435,,25,378.314801025391,473.624376220703,851.884270019531,
,10840816.94,4370,198.501251220703,-0.0850000008940697,90.0139999389648,375.455772705078,99.9020004272461,470.071219482422,99.9020004272461,845.521013183594,99.9020004272461,,,0.346305437258583,0.438555248505226,0.784925225401909,,25,375.455772705078,470.071219482422,845.521013183594,
,10840828.92,4370,197.483047485352,-0.0850000008940697,90.0139999389648,373.998745117188,99.9020004272461,468.229649658203,99.9020004272461,842.226838378906,99.9020004272461,,,0.367945831540804,0.462277151194954,0.82873607099701,,25,373.998745117188,468.229649658203,842.226838378906,
,10840840.70,4370,196.512298583984,-0.0850000008940697,90.0139999389648,372.614112548828,99.9020004272461,466.416135253906,99.9020004272461,838.977780761719,99.9020004272461,,,0.347334952584415,0.439388523188011,0.787099388200597,,25,372.614112548828,466.416135253906,838.977780761719,
,10840853.39,4370,195.458000183105,-0.0850000008940697,90.0139999389648,371.068583984375,99.9020004272461,464.465135498047,99.9020004272461,835.590583496094,99.9020004272461,,,0.348388245202387,0.441418738216208,0.789549229979539,,25,371.068583984375,464.465135498047,835.590583496094,
,10840864.69,4370,194.490196228027,-0.0850000008940697,90.0139999389648,369.7115234375,99.9020004272461,462.748026123047,99.9020004272461,832.407109375,99.9020004272461,,,0.349726677116458,0.443722670891853,0.793243190853553,,25,369.7115234375,462.748026123047,832.407109375,
,10840875.98,4370,193.556549072266,-0.0850000008940697,90.0139999389648,368.3084765625,99.9020004272461,461.033356933594,99.9020004272461,829.33779296875,99.9020004272461,,,0.345963931473047,0.439487703506052,0.786739151147592,,25,368.3084765625,461.033356933594,829.33779296875,
,10840889.34,4370,192.436950683594,-0.0850000008940697,90.0139999389648,366.726175537109,99.9020004272461,458.972889404297,99.9020004272461,825.754519042969,99.9020004272461,,,0.351160466977977,0.444313956793817,0.794070751965916,,25,366.726175537109,458.972889404297,825.754519042969,
,10840900.98,4370,191.457946777344,-0.0850000008940697,90.0139999389648,365.330151367188,99.9020004272461,457.264295654297,99.9020004272461,822.586750488281,99.9020004272461,,,0.347973708826082,0.43437940011775,0.777889544201042,,25,365.330151367188,457.264295654297,822.586750488281,
